path,key,english,japanese
Audio/english/AudioFile/8/b/8b38e887,english,"Individual in the red at that previous Zone, Tower."
Audio/english/AudioFile/8/b/8b3f39ad,english,Anyone else see him!
Audio/english/AudioFile/8/b/8b42d8bf,english,It'll throw it!
Audio/english/AudioFile/8/b/8b4498b9,english,I'll be pinned down if they deploy those across the city.
Audio/english/AudioFile/8/b/8b46e3bb,english,Stop it.
Audio/english/AudioFile/8/b/8b4956a4,english,Strike Team to rendezvous at your coordinates in T-minus-twenty.
Audio/english/AudioFile/8/b/8b4c8df9,english,Found a body!
Audio/english/AudioFile/8/b/8b573db6,english,This is Taggart. All Redline Units to Control Points of Containment One. Close it off!
Audio/english/AudioFile/8/b/8b57cf39,english,This is a God damn crime.
Audio/english/AudioFile/8/b/8b5808a9,english,Shit! Keep them covered.
Audio/english/AudioFile/8/b/8b65bac5,english,I don't trust it. MOVE AWAY.
Audio/english/AudioFile/8/b/8b662f0c,english,He's gonna fire!
Audio/english/AudioFile/8/b/8b6d3d37,english,"Aw, shit!"
Audio/english/AudioFile/8/b/8b7e89b7,english,"Gun! Call the police, somebody!"
Audio/english/AudioFile/8/b/8b81606f,english,"Dispatch. Come in, Dispatch. Charlie Nineteen here, 10-84."
Audio/english/AudioFile/8/b/8b8336b4,english,"Confirmed visual, send in a Strike. Twenty-Twenty."
Audio/english/AudioFile/8/b/8b925882,english,"He broke the cordon. We're cold, Red Crown."
Audio/english/AudioFile/8/b/8b98b451,english,Want some more!?
Audio/english/AudioFile/8/b/8b990373,english,"10-4, Dispatch."
Audio/english/AudioFile/8/b/8b9d4a2a,english,Do-do-Don't hurt me! Please!
Audio/english/AudioFile/8/b/8bad5c9e,english,Help!
Audio/english/AudioFile/8/b/8bae9440,english,Ace Two. Approach and engage!
Audio/english/AudioFile/8/b/8bb497d7,english,Nooo!
Audio/english/AudioFile/8/b/8bb9e6ef,english,"All units!  This is Colonel Taggart. The base is down, we're moving out now!  All guns on ZEUS!"
Audio/english/AudioFile/8/b/8bba72ec,english,Shit!,クソ！
Audio/english/AudioFile/8/b/8bbb0c10,english,"Too close, man."
Audio/english/AudioFile/8/b/8bbce860,english,"Uploading tactical to all Field Units, Black is go for engagement."
Audio/english/AudioFile/8/b/8bbe4ee1,english,Don't hold back boys - things could go either way from here.
Audio/english/AudioFile/8/b/8bc01d2a,english,Wish I could kill you twice.
Audio/english/AudioFile/8/b/8bc28c64,english,Nowhere to run!
Audio/english/AudioFile/8/b/8bc3e922,english,GET ME ANTI-ARMOR! TAKE THAT FUCKER OUT!
Audio/english/AudioFile/8/b/8bc7a3e0,english,"Confirmed, taking a look."
Audio/english/AudioFile/8/b/8bc94aad,english,Wake up!
Audio/english/AudioFile/8/b/8bd04d1f,english,"Hostile down in the Kill Box, Voodoo Seven returning to Citadel, over."
Audio/english/AudioFile/8/b/8bd6fd90,english,Ambulance!
Audio/english/AudioFile/8/b/8bd9c0b3,english,Call an ambulance! *coughing* Ambulance!
Audio/english/AudioFile/8/b/8bd9fcf3,english,"Blowers cold, going down!"
Audio/english/AudioFile/8/b/8be0cc68,english,"Gonna put your head on my fireplace, you ugly fuck!"
Audio/english/AudioFile/8/b/8be5bddc,english,Don't stop!
Audio/english/AudioFile/8/b/8be85f18,english,I don't understand this...but it feels good.
Audio/english/AudioFile/8/b/8bf21b75,english,"Which way do I go!? Oh, I can't see!"
Audio/english/AudioFile/8/b/8bfbad3f,english,Shoot and keep shooting! They're tough!
Audio/english/AudioFile/8/c/8c032739,english,Get out of the city!
Audio/english/AudioFile/8/c/8c0baf6f,english,Negative from RED CROWN.
Audio/english/AudioFile/8/c/8c12012a,english,"Freeze, right there!"
Audio/english/AudioFile/8/c/8c159b0a,english,"We're clear of the ground, entering high altitude orbit.",離陸した、高高度まで昇る。
Audio/english/AudioFile/8/c/8c167ab3,english,"We're engaging, repeat, engaging."
Audio/english/AudioFile/8/c/8c187c8d,english,Oh! *laughing*
Audio/english/AudioFile/8/c/8c1bf639,english,Alright. You pushed me too far. It's on!
Audio/english/AudioFile/8/c/8c20eb9b,english,"Fuck, man, come on! I got a wife and kids!"
Audio/english/AudioFile/8/c/8c224072,english,Shoot the shit out of it!
Audio/english/AudioFile/8/c/8c259cba,english,Just you and me now.
Audio/english/AudioFile/8/c/8c2eb98e,english,That's negative.
Audio/english/AudioFile/8/c/8c329259,english,Inbound! Relocate!
Audio/english/AudioFile/8/c/8c364025,english,"Scanners hot, ZEUS is on scope."
Audio/english/AudioFile/8/c/8c3b359c,english,It's not getting up.
Audio/english/AudioFile/8/c/8c3e746e,english,I don't believe this shit!
Audio/english/AudioFile/8/c/8c43dec6,english,"Target faded, Red Crown. Lost visual, coming home."
Audio/english/AudioFile/8/c/8c49c368,english,Target back in our sights Red Crown.
Audio/english/AudioFile/8/c/8c4b9fd6,english,*argh*
Audio/english/AudioFile/8/c/8c4ebdab,english,Negative.
Audio/english/AudioFile/8/c/8c4fa2be,english,Yeeeah! Yeeah!
Audio/english/AudioFile/8/c/8c50c4ce,english,MOOOOOOOOOOOOOOOOOOVE!,行けえぇぇぇぇぇぇ！
Audio/english/AudioFile/8/c/8c6f3efb,english,"Damn you, point that gun away!"
Audio/english/AudioFile/8/c/8c76b8f7,english,"Oh, shit."
Audio/english/AudioFile/8/c/8c778ae4,english,"Roll call, roll call, we are all points request, Reagan deck is hot. If you're in the air and armed, we need you. Now."
Audio/english/AudioFile/8/c/8c7d086a,english,Out of the way!
Audio/english/AudioFile/8/c/8c7f75a0,english,You sure it's dead? Better check it.
Audio/english/AudioFile/8/c/8c80979a,english,"Dispatch, it ain't looking too good here at the moment."
Audio/english/AudioFile/8/c/8c8588fd,english,"Dispatch, this is Bravo Twenty-Two. I got multiple hostiles at my Twenty."
Audio/english/AudioFile/8/c/8c881272,english,"Target achieved, we're coming back."
Audio/english/AudioFile/8/c/8c8ee64b,english,"Target is down, repeat, ZEUS is down."
Audio/english/AudioFile/8/c/8c8f87f5,english,Still kicking!
Audio/english/AudioFile/8/c/8c9d3a11,english,Right there!
Audio/english/AudioFile/8/c/8c9dae58,english,Move!
Audio/english/AudioFile/8/c/8ca24b54,english,Marine.
Audio/english/AudioFile/8/c/8ca6218a,english,"Give us some covering fire, we need a little help here."
Audio/english/AudioFile/8/c/8cae3f75,english,You are not getting away!
Audio/english/AudioFile/8/c/8cb20616,english,Some idiot damn near killed themselves.
Audio/english/AudioFile/8/c/8cbab375,english,"Threat neutralized. Nice work, team!"
Audio/english/AudioFile/8/c/8cbbce30,english,"We have hostile on the wing, scrape that turd off!"
Audio/english/AudioFile/8/c/8cbd5524,english,"Thunder to ground, confirm status of target."
Audio/english/AudioFile/8/c/8cc88c20,english,"Oh, God. Make it stop!"
Audio/english/AudioFile/8/c/8cd4c976,english,Incoming!,来たぞ！
Audio/english/AudioFile/8/c/8cdd9d62,english,There! Right there!
Audio/english/AudioFile/8/c/8ce08797,english,"Ahhhhh! Ahh! The pain! Ah, aaagghhh!"
Audio/english/AudioFile/8/c/8cf09a11,english,Hurry! Get to cover!
Audio/english/AudioFile/8/c/8cf42cc4,english,"That's ALL, motherfucker."
Audio/english/AudioFile/8/c/8cf6bdf2,english,He's still with us. What is keeping you? Scrape him off.
Audio/english/AudioFile/8/c/8cf79c76,english,We took those germy bitches DOWN!
Audio/english/AudioFile/8/c/8cff22ee,english,"Requesting reassignment, over."
Audio/english/AudioFile/8/d/8d027807,english,"I want a fast, hard sweep."
Audio/english/AudioFile/8/d/8d0bd3c7,english,Suspect has been reacquired. 10-85! 10-85!
Audio/english/AudioFile/8/d/8d10c942,english,Son of a bitch!
Audio/english/AudioFile/8/d/8d113d74,english,Move it!
Audio/english/AudioFile/8/d/8d14be0d,english,"Form up, keep him back."
Audio/english/AudioFile/8/d/8d1a9ab3,english,That all you got?
Audio/english/AudioFile/8/d/8d25e1fb,english,"Taking fire. Comeback, comeback."
Audio/english/AudioFile/8/d/8d265011,english,I'd rather deal with the infected freaks.
Audio/english/AudioFile/8/d/8d27881a,english,Keep shooting!
Audio/english/AudioFile/8/d/8d299834,english,Clear away!
Audio/english/AudioFile/8/d/8d2ac215,english,Alex! Come grab the serum!
Audio/english/AudioFile/8/d/8d2e6d9d,english,What do you want with me!? Why me?
Audio/english/AudioFile/8/d/8d30e92b,english,That's one down for gunnery.
Audio/english/AudioFile/8/d/8d3123b3,english,"Oh, no."
Audio/english/AudioFile/8/d/8d3aa685,english,Aaaugh!!
Audio/english/AudioFile/8/d/8d3c1b3c,english,Fucking shit! Don't do this!
Audio/english/AudioFile/8/d/8d3ecd6c,english,Keep back!
Audio/english/AudioFile/8/d/8d3f7c02,english,Incoming!,来たぞ！
Audio/english/AudioFile/8/d/8d436330,english,Get to distance!
Audio/english/AudioFile/8/d/8d485892,english,"Jesus Christ, check your fire! We're Devil Dogs!"
Audio/english/AudioFile/8/d/8d498495,english,Fucker!
Audio/english/AudioFile/8/d/8d5ab0f2,english,Watch out! Watch out!
Audio/english/AudioFile/8/d/8d608e7d,english,I warned you this could happen!
Audio/english/AudioFile/8/d/8d6301a4,english,"Confirmed. Sending Hazmat Team to your coordinates. Bag it and bring it in, over."
Audio/english/AudioFile/8/d/8d6638bb,english,Tango down.
Audio/english/AudioFile/8/d/8d70a10c,english,You can't come in here. Go home.
Audio/english/AudioFile/8/d/8d7b5e27,english,"I'm breaking formation, gonna sweep for tally, over."
Audio/english/AudioFile/8/d/8d7d1936,english,"*coughing* Oh, shit."
Audio/english/AudioFile/8/d/8d7f6582,english,"Nothing doing here, Dispatch."
Audio/english/AudioFile/8/d/8d7fbbc0,english,"Diverting to Palace, mission aborted, over."
Audio/english/AudioFile/8/d/8d7fd9d0,english,What does he want?
Audio/english/AudioFile/8/d/8d820e98,english,"Oh, shit. Ahhhhhhh!"
Audio/english/AudioFile/8/d/8d884fc9,english,"I have laser on the strike target, hostile confirmed and marked."
Audio/english/AudioFile/8/d/8d89abba,english,Driver down! Driver down! Bail out!
Audio/english/AudioFile/8/d/8d90cecf,english,You're hurting me
Audio/english/AudioFile/8/d/8d92df04,english,"Red Crown has a plan for us, we are to redeploy and investigate."
Audio/english/AudioFile/8/d/8d98347b,english,Are those people dead?
Audio/english/AudioFile/8/d/8d990d39,english,"Negative, unit."
Audio/english/AudioFile/8/d/8d9973a2,english,"We hit the objective, over and out."
Audio/english/AudioFile/8/d/8da18b07,english,Just go!
Audio/english/AudioFile/8/d/8dae35b6,english,"Oh, God, it hurts. It fucking hurts."
Audio/english/AudioFile/8/d/8db25f13,english,We fucked up! Target still at large!
Audio/english/AudioFile/8/d/8db30b1e,english,Get out of here!,ここから出て行け！
Audio/english/AudioFile/8/d/8db6f4ec,english,Don't look -- MOVE!
Audio/english/AudioFile/8/d/8dc18ba6,english,Gearbox is damaged but otherwise functional!
Audio/english/AudioFile/8/d/8dc704b6,english,No! Sonovabitch. No!
Audio/english/AudioFile/8/d/8dce4299,english,Someone help this woman!
Audio/english/AudioFile/8/d/8dd4b6d2,english,Where'd that come from?
Audio/english/AudioFile/8/d/8dd69360,english,"Field Teams reporting loss of target visual, how should we proceed, Command?"
Audio/english/AudioFile/8/d/8dd9c7ec,english,Let's not draw this out too long.
Audio/english/AudioFile/8/d/8de14ea2,english,"Sweeping area of last sighting, over."
Audio/english/AudioFile/8/d/8de9f7e1,english,That's going to take a little more. Just a little.
Audio/english/AudioFile/8/d/8dea3d63,english,"OK, boys, check ammo and get me a sit-rep. I gotta update Red Crown."
Audio/english/AudioFile/8/d/8deecd42,english,Break left!
Audio/english/AudioFile/8/d/8df0a852,english,"No, it's that one!"
Audio/english/AudioFile/8/d/8df4d6d0,english,It's almost down! Nail it again.
Audio/english/AudioFile/8/d/8df6ddd4,english,"Hostile, hostile! We're compromised!"
Audio/english/AudioFile/8/d/8df7bfa8,english,"You're done, punch out and RTB. RC, out."
Audio/english/AudioFile/8/d/8dfa7768,english,"Fucking hell, what is that thing?"
Audio/english/AudioFile/8/d/8dfd3aeb,english,"Lost target, Red Crown. Area is clear. Where do you want us? Over."
Audio/english/AudioFile/8/d/8dff689f,english,That doesn't make sense!
Audio/english/AudioFile/8/e/8e014625,english,Got it.,了解。
Audio/english/AudioFile/8/e/8e080d5c,english,Form around me! Form up! Over.
Audio/english/AudioFile/8/e/8e0cd6b8,english,"I'd report that, if I knew what to call it."
Audio/english/AudioFile/8/e/8e151cc3,english,Clear the fuckin' streets!
Audio/english/AudioFile/8/e/8e155801,english,Where's my side-by-side?
Audio/english/AudioFile/8/e/8e1cd1ff,english,"You did not need to do that, sir."
Audio/english/AudioFile/8/e/8e20f8e2,english,"We have a visual on center of infection, over."
Audio/english/AudioFile/8/e/8e2bb089,english,"Hey, man, settle down -- I'm one of you!"
Audio/english/AudioFile/8/e/8e3025b3,english,"Roger, Red Crown, engaging target."
Audio/english/AudioFile/8/e/8e35a0fb,english,This thing is fucked!
Audio/english/AudioFile/8/e/8e3a965d,english,"I'm gonna fuck you up, asshole!"
Audio/english/AudioFile/8/e/8e48725e,english,"Uh, Red Crown. The big one's producing more Tangos."
Audio/english/AudioFile/8/e/8e560c13,english,This is not looking good...,状況は良くないみたいだな……。
Audio/english/AudioFile/8/e/8e56cc6b,english,"Roller Twelve Dog, living a dream, up and out, boys."
Audio/english/AudioFile/8/e/8e5d8988,english,"Voodoo Seven is on the scene and go to engage. Report hostiles, we will flatten."
Audio/english/AudioFile/8/e/8e5dcc94,english,"This is Hotel Niner, I think I lost him.",こちらホテル09、どうやら奴を見失いました。
Audio/english/AudioFile/8/e/8e61e736,english,Heads up! Target head on. By the vehicle.
Audio/english/AudioFile/8/e/8e625c73,english,Tornado Eight unable to re-acquire. We're still good to go. Standing by for re-assignment.
Audio/english/AudioFile/8/e/8e663f4f,english,The hell with you!
Audio/english/AudioFile/8/e/8e68688c,english,"Zero sightings of hostiles at this time, over."
Audio/english/AudioFile/8/e/8e6913ad,english,Stop right there or you WILL be shot!
Audio/english/AudioFile/8/e/8e6a6d05,english,Lousy fuckin' snake in the grass....
Audio/english/AudioFile/8/e/8e764cb8,english,"D-One, D-Two, give me an entry point."
Audio/english/AudioFile/8/e/8e7cce78,english,*coughing*
Audio/english/AudioFile/8/e/8e92303e,english,Here it comes!
Audio/english/AudioFile/8/e/8e96b32e,english,Holy fucking shit!
Audio/english/AudioFile/8/e/8e9a7e27,english,"RC Command requesting Intel, send what you got, over."
Audio/english/AudioFile/8/e/8e9a94aa,english,I don't like this guy.... I don't like Taggart -- I don't like how any of this is playing out.... But I'll play his game if it gets me on that carrier for face time with General Randall.
Audio/english/AudioFile/8/e/8ea932b6,english,Give it some space!
Audio/english/AudioFile/8/e/8eb124e8,english,*scream*
Audio/english/AudioFile/8/e/8eb1d239,english,"Lock on last coordinates, clear for launch."
Audio/english/AudioFile/8/e/8eb6e247,english,Yo! What the fuck you doing here!?
Audio/english/AudioFile/8/e/8eb7568f,english,Nooo!
Audio/english/AudioFile/8/e/8eb79545,english,Pulling up! Can't hold it. Going down!
Audio/english/AudioFile/8/e/8eb9bec5,english,Boys.. wind it up! Come on! We're on the edge of failure here.
Audio/english/AudioFile/8/e/8ebe64ba,english,We are deep in shit. Repeat. Deep in shit.
Audio/english/AudioFile/8/e/8ebfcc8a,english,"Roger, he's open. Go forward and hit it."
Audio/english/AudioFile/8/e/8eca5e27,english,"Roger, reporting back, over."
Audio/english/AudioFile/8/e/8ed0f2cf,english,Incoming!,来たぞ！
Audio/english/AudioFile/8/e/8ed1c1b8,english,"Somebody, help! He's gonna kill me!"
Audio/english/AudioFile/8/e/8ed486ba,english,No! No! Please!
Audio/english/AudioFile/8/e/8ed97ea5,english,Ahhhhh! The pain!
Audio/english/AudioFile/8/e/8ede6617,english,I have to take them out before they can radio in. That includes the detector unit.
Audio/english/AudioFile/8/e/8edf668a,english,"Seeing some major structural damage in these buildings, Field Command. Use caution."
Audio/english/AudioFile/8/e/8ee39390,english,Some sort of fibrous organic growth. And it's spreading.  It looks like the same material Greene created.
Audio/english/AudioFile/8/e/8ee9de74,english,Still with the program!
Audio/english/AudioFile/8/e/8eee71ad,english,"Die, motherfucker!"
Audio/english/AudioFile/8/e/8efe8402,english,"Hold your fire, Marine!"
Audio/english/AudioFile/8/f/8f05bf5a,english,Sprint!
Audio/english/AudioFile/8/f/8f0a44d6,english,"Whoa, I've seen some weird shit, man, but...this tops it."
Audio/english/AudioFile/8/f/8f10a7c2,english,"Cannot reply at this time, Red Crown!"
Audio/english/AudioFile/8/f/8f16ba50,english,Try again next sector.
Audio/english/AudioFile/8/f/8f17cc91,english,Red Crown from Chalk Three. Hostile located. Send us some support.
Audio/english/AudioFile/8/f/8f21772d,english,"Copy that, initiating fine-toothed-comb, over."
Audio/english/AudioFile/8/f/8f28279e,english,The tank! It's firing on us!
Audio/english/AudioFile/8/f/8f2b2476,english,"ZEUS is packing, watch your Six!"
Audio/english/AudioFile/8/f/8f2c55fd,english,Received you.
Audio/english/AudioFile/8/f/8f2e68cf,english,"Four, three, two, one -- engage."
Audio/english/AudioFile/8/f/8f30dbb6,english,Keep pushing.
Audio/english/AudioFile/8/f/8f31f676,english,"We are clear, Control. Clear! Checking wounded, will advise."
Audio/english/AudioFile/8/f/8f36e7ea,english,Duck your heads!
Audio/english/AudioFile/8/f/8f37e380,english,Eaugh!
Audio/english/AudioFile/8/f/8f3f8cbd,english,Defensives! Initiate!
Audio/english/AudioFile/8/f/8f4342f8,english,"Oh, my God!"
Audio/english/AudioFile/8/f/8f481878,english,Keep away from that guy!
Audio/english/AudioFile/8/f/8f494877,english,"Strike assets, return to base."
Audio/english/AudioFile/8/f/8f4b3f21,english,"Tango, Tango, let's rock!"
Audio/english/AudioFile/8/f/8f4c9c0f,english,Arrgh! Can't...move....
Audio/english/AudioFile/8/f/8f542e96,english,Look at that! There's so many of them!
Audio/english/AudioFile/8/f/8f545149,english,ANYBODY STAYING HERE IS A FUCKING MORON! Get out!
Audio/english/AudioFile/8/f/8f58782e,english,We got shifter contact. Alert HQ!
Audio/english/AudioFile/8/f/8f592439,english,Holy hell!
Audio/english/AudioFile/8/f/8f5d0df2,english,Devil Dogs OORAAHH!! OOORAHH!!!
Audio/english/AudioFile/8/f/8f6183f7,english,This place is for shit.
Audio/english/AudioFile/8/f/8f63fed0,english,"Ah, confirmed.  "
Audio/english/AudioFile/8/f/8f67a4c1,english,"Confirmed, Blue Zone is clean, repeat, clean."
Audio/english/AudioFile/8/f/8f6d74a3,english,"Clear status. Repeat, clear status. Stand down, out."
Audio/english/AudioFile/8/f/8f745bb6,english,Why the fuck does this shit always happen in New York?
Audio/english/AudioFile/8/f/8f75bfde,english,"That's a red down, over."
Audio/english/AudioFile/8/f/8f7d1fba,english,"We've lost contact with one of the Tox Teams. All units, escalate to combat alert! Possible ZEUS contact.",Toxチームの1つと連絡が途絶えた。 全部隊、臨戦態勢をとれ！ おそらくZEUSだ。
Audio/english/AudioFile/8/f/8f83b9dc,english,"Target gone, coming home, over."
Audio/english/AudioFile/8/f/8f8a3687,english,"Aw, not now! Why would that bastard show up NOW!?"
Audio/english/AudioFile/8/f/8f8a4c0c,english,"The big one, huh?"
Audio/english/AudioFile/8/f/8f8b5e4c,english,"We'll be moving in to check out possible, Wong, Garcia, move up!"
Audio/english/AudioFile/8/f/8f95065e,english,"Positive on hostile location, all fire to Three Zero Niner."
Audio/english/AudioFile/8/f/8f996682,english,"Watch for ground fire, over."
Audio/english/AudioFile/8/f/8f9ad051,english,This is crazy -- there's more questions than answers....
Audio/english/AudioFile/8/f/8f9dd8c3,english,"Update your Intel, please."
Audio/english/AudioFile/8/f/8f9fe7d8,english,Did not like that.
Audio/english/AudioFile/8/f/8fa00786,english,That's exactly what I need to get inside.
Audio/english/AudioFile/8/f/8fa0906e,english,It's fuckin' ON!
Audio/english/AudioFile/8/f/8fa1ec51,english,"Mmm, I loves the smell of cordite.",んー、コルダイトがかぐわしいぜ。
Audio/english/AudioFile/8/f/8fa356ba,english,"Will attempt to confirm sighting, over."
Audio/english/AudioFile/8/f/8fa7db13,english,Contain it here. Don't let any of these fucking things out! This is the red line!
Audio/english/AudioFile/8/f/8faa7706,english,Ooh!
Audio/english/AudioFile/8/f/8fac89c6,english,Get ready to roll some thunder.
Audio/english/AudioFile/8/f/8fb31e64,english,"How many more passes, Red Crown? It ain't here."
Audio/english/AudioFile/8/f/8fb59946,english,Incoming! South side!
Audio/english/AudioFile/8/f/8fb87cd7,english,Sweet mother of God. What the hell was that thing?
Audio/english/AudioFile/8/f/8fbb35c9,english,Fuckin' hell!
Audio/english/AudioFile/8/f/8fc02b2b,english,"Oh, shit! Move!"
Audio/english/AudioFile/8/f/8fca5bd1,english,We’re getting flanked! Shift fire!
Audio/english/AudioFile/8/f/8fcc09d5,english,I got visual on ZEUS!
Audio/english/AudioFile/8/f/8fccb5e1,english,Don't come near me!
Audio/english/AudioFile/8/f/8fce3278,english,"He'll shoot, watch out!"
Audio/english/AudioFile/8/f/8fd09fae,english,"You can't fool me, asshole."
Audio/english/AudioFile/8/f/8fdb36a6,english,"Affirmative, Red Crown."
Audio/english/AudioFile/8/f/8fe0af78,english,Move up! Fire and communicate!
Audio/english/AudioFile/8/f/8fe1064a,english,"Red Crown. Preliminary Intel suggests ZEUS is down, out."
Audio/english/AudioFile/8/f/8fe1dbe5,english,Freeze! Do not move!
Audio/english/AudioFile/8/f/8fe7f1db,english,*ahh*
Audio/english/AudioFile/8/f/8fe94f0f,english,Aim for the collateral. Won't hurt to flatten all of it.
Audio/english/AudioFile/8/f/8fea17b9,english,Two minutes remaining.
Audio/english/AudioFile/8/f/8feed5db,english,What do you want? What?
Audio/english/AudioFile/8/f/8ff6b617,english,That anti-aircraft fire is killing me.
Audio/english/AudioFile/8/f/8ff74b98,english,"We need air assault, pronto!"
Audio/english/AudioFile/8/f/8ffcac0f,english,"Red Crown, engagement had no effect, do you copy?"
Audio/english/AudioFile/9/0/9001dae8,english,"*laughs* Too slow, fucker, too bad."
Audio/english/AudioFile/9/0/90093d03,english,Fuck! Hide!
Audio/english/AudioFile/9/0/900cf5b3,english,"Red Crown, requesting Strike Package, do you copy?"
Audio/english/AudioFile/9/0/900e8192,english,"Red Crown, stand off. Looks like civilians are hit, over."
Audio/english/AudioFile/9/0/900f2cb2,english,Put the dude down!
Audio/english/AudioFile/9/0/90115807,english,"Contacts, upper deck. Move-move-move!"
Audio/english/AudioFile/9/0/90116aa8,english,"Carry on, over."
Audio/english/AudioFile/9/0/9014222a,english,Hold it! Freeze!
Audio/english/AudioFile/9/0/9016e5eb,english,"Create some space, Field Team!"
Audio/english/AudioFile/9/0/901af0e7,english,Try hitting him in the balls!
Audio/english/AudioFile/9/0/90209b10,english,Hostiles approaching.
Audio/english/AudioFile/9/0/902181e9,english,We got incoming!
Audio/english/AudioFile/9/0/9029c61d,english,Christ!
Audio/english/AudioFile/9/0/902ec785,english,What's going on?
Audio/english/AudioFile/9/0/9039883d,english,*choke*
Audio/english/AudioFile/9/0/9041c195,english,Fuck off!
Audio/english/AudioFile/9/0/904d9b83,english,"Hammer, respond. Hammer? Damnit! Delta Squad, Hammer is down. Recover it immediately!",ハマー、答えろ、ハマー！ くそっ！デルタ、ハマーがやられた。 すぐに向かえ！
Audio/english/AudioFile/9/0/904e395e,english,Sir?
Audio/english/AudioFile/9/0/904f4bdd,english,"Get this to HQ, we need an eye in the air."
Audio/english/AudioFile/9/0/9058f3ee,english,"Confirm your targets, let's avoid a Charlie Foxtrot, over."
Audio/english/AudioFile/9/0/905c2b1b,english,I don't want to die!
Audio/english/AudioFile/9/0/9065e590,english,"Gunner, driver, report status, over."
Audio/english/AudioFile/9/0/9068977e,english,"Movement confirmed, we're still in this."
Audio/english/AudioFile/9/0/906c2d4b,english,"All points, situation is updated. Withdraw and deploy as previous, over."
Audio/english/AudioFile/9/0/906d106b,english,"Nothing doing, Dispatch."
Audio/english/AudioFile/9/0/906e6736,english,"Oh, God!"
Audio/english/AudioFile/9/0/9070776b,english,"Death from above, Fire Mission underway."
Audio/english/AudioFile/9/0/90727c9b,english,Clear the area!
Audio/english/AudioFile/9/0/9072f542,english,Do you need backup on that chase?
Audio/english/AudioFile/9/0/90756c8f,english,"Pull back, let the armor finish this!"
Audio/english/AudioFile/9/0/90770c09,english,Enemy defeated.
Audio/english/AudioFile/9/0/9077de9a,english,That way! THAT WAY!
Audio/english/AudioFile/9/0/907ccf62,english,"Who? Oh, shit!"
Audio/english/AudioFile/9/0/907f97c2,english,Find shelter! Hide!
Audio/english/AudioFile/9/0/9082134e,english,"Support to Chalk Three, at Six Two Zero. Confirm target coordinates. That looks civilian, over."
Audio/english/AudioFile/9/0/9082be6e,english,"RC, we got nothing here. Echo One Alpha, stepping down."
Audio/english/AudioFile/9/0/90858230,english,"Loader, ready cannon. Prepare to engage, over."
Audio/english/AudioFile/9/0/908f1bc7,english,Duck!
Audio/english/AudioFile/9/0/908ff77a,english,Nobody touch the corpse.
Audio/english/AudioFile/9/0/9090a385,english,"Please, don't come near me! I can't take it!"
Audio/english/AudioFile/9/0/90941a51,english,Would you shut up!
Audio/english/AudioFile/9/0/9095111b,english,"Target neutralized, over."
Audio/english/AudioFile/9/0/909ef253,english,Get the fuck outta here!
Audio/english/AudioFile/9/0/909f2182,english,"Thunder Four Five, hostile on board, hostile on board!"
Audio/english/AudioFile/9/0/90a4f3cc,english,"It's no good. No good. Get your men out of here, now! Get everyone out!"
Audio/english/AudioFile/9/0/90abd875,english,Ahhh!
Audio/english/AudioFile/9/0/90b6c124,english,Maintain formation! Don't let the crowd separate you!
Audio/english/AudioFile/9/0/90bbb683,english,Fuck! Look out!
Audio/english/AudioFile/9/0/90c2db0e,english,Get a Corpsman to verify this. No rush.
Audio/english/AudioFile/9/0/90c40a44,english,"Copy that, Dispatch."
Audio/english/AudioFile/9/0/90caca5d,english,Get a fix on it's position! Load it to the net.
Audio/english/AudioFile/9/0/90cfbcdc,english,Affirmative.
Audio/english/AudioFile/9/0/90d0e343,english,"Possible contact, initiating recon, over."
Audio/english/AudioFile/9/0/90d5580f,english,We have Strike permission.
Audio/english/AudioFile/9/0/90d73450,english,Move!
Audio/english/AudioFile/9/0/90d80fba,english,"Burner contact, Red Crown, Burner contact."
Audio/english/AudioFile/9/0/90d8276d,english,"Unidentified pilot, you are leaving the Manhattan Safe Zone. You are not cleared to move beyond. Return to your flight path or you will be shot down."
Audio/english/AudioFile/9/0/90d9774c,english,"Target check, target check, on my Twelve."
Audio/english/AudioFile/9/0/90dad33d,english,"That's a wrap. Mission complete, Red Crown."
Audio/english/AudioFile/9/0/90de87cb,english,"That's just it, RED CROWN, he seems to be engaging the enemy FOR us."
Audio/english/AudioFile/9/0/90dede77,english,We're right in the middle of it.
Audio/english/AudioFile/9/0/90dfbc67,english,Acknowledge and sit-rep?
Audio/english/AudioFile/9/0/90e40927,english,"Target is visual, target on visual!"
Audio/english/AudioFile/9/0/90e488b5,english,Do you know how big a hole this gun will leave in you?
Audio/english/AudioFile/9/0/90ea9b25,english,I've got burners here.
Audio/english/AudioFile/9/0/90f326de,english,"D-don't shoot me! Hey, please, don't shoot me!"
Audio/english/AudioFile/9/0/90fa9e02,english,Shit!,クソ！
Audio/english/AudioFile/9/0/90fdb581,english,That thing is hostile!
Audio/english/AudioFile/9/1/910386ab,english,Open up on this guy! It's this guy!
Audio/english/AudioFile/9/1/9104352c,english,Get the Marines!
Audio/english/AudioFile/9/1/91081c6f,english,Quiet the fuck down! Now!
Audio/english/AudioFile/9/1/910a6953,english,"Air support -- if ANYONE can hear me on this line, we need urgent fire support NOW. This is it!"
Audio/english/AudioFile/9/1/91128184,english,"Man, you'd better get out of my damn face or I'LL kick your ass."
Audio/english/AudioFile/9/1/91141d15,english,*choke*
